Email ID,Response
179,"Subject: Order Confirmation - RED WOOLLY HOTTIE WHITE HEART

Dear [Customer's Name],

Thank you for your order!

We are pleased to inform you that your order for 1 unit(s) of the RED WOOLLY HOTTIE WHITE HEART has been successfully processed. Your item is being prepared for shipment, and we will provide you with tracking information once it is on its way.

If you have any questions or need further assistance, please don't hesitate to contact our customer service team"
180,"Subject: Order Confirmation: SET 7 BABUSHKA NESTING BOXES

Dear [Customer's Name],

Thank you for your order!

We're pleased to inform you that your order for 1 unit(s) of SET 7 BABUSHKA NESTING BOXES has been successfully processed.

Your order details are as follows:
- Product: SET 7 BABUSHKA NESTING BOXES
- Quantity: 1 unit

We will notify you once your order is shipped. In"
181,"Subject: Update on Your Order for GLASS STAR FROSTED T-LIGHT HOLDER

Dear [Customer's Name],

I hope this message finds you well.

Thank you for your recent order with us. We regret to inform you that your order for 5 unit(s) of the GLASS STAR FROSTED T-LIGHT HOLDER cannot be fulfilled at this time due to insufficient stock.

We sincerely apologize for any inconvenience this may cause. We are actively working to replenish our inventory and expect"
182,"Subject: Order Confirmation - HOT WATER BOTTLE TEA AND SYMPATHY

Hi [Customer’s Name],

Thank you for your order!

We’re excited to inform you that your order for 3 unit(s) of HOT WATER BOTTLE TEA AND SYMPATHY has been successfully processed. Your items are being prepared for shipment, and you will receive another email with tracking information once your package is on its way.

If you have any questions or need further assistance, please don't"
183,"Subject: Your Order Has Been Successfully Processed!

Dear [Customer's Name],

Thank you for shopping with us at [Your Store Name]!

We are pleased to inform you that your order for 3 unit(s) of the RED HANGING HEART T-LIGHT HOLDER has been successfully processed. Our team is currently preparing your items for shipment, and you will receive a confirmation email with tracking information once your order has been dispatched.

If you have any questions or need further assistance, please feel free"
184,"Subject: Order Confirmation - HAND WARMER RED POLKA DOT

Dear [Customer's Name],

Thank you for shopping with us!

We are pleased to inform you that your order for 4 unit(s) of HAND WARMER RED POLKA DOT has been successfully processed. Your items are being prepared for shipment, and you will receive a notification with tracking information once your order has been dispatched.

If you have any questions or need further assistance, please do not hesitate to contact our customer service team"
185,"Subject: Order Confirmation - HAND WARMER UNION JACK (2 Units)

Dear [Customer's Name],

Thank you for your recent purchase at [Your Company's Name]!

We are pleased to inform you that your order for 2 unit(s) of HAND WARMER UNION JACK has been successfully processed. Your order details are as follows:

Order Number: [Your Order Number]
Item(s): HAND WARMER UNION JACK (2 Units)
Total Amount: [Total Cost]
Shipping Address: ["
186,"Subject: Order Confirmation - JUMBO BAG PINK POLKADOT

Dear [Customer's Name],

Thank you for shopping with us!

We are pleased to inform you that your order for 4 unit(s) of JUMBO BAG PINK POLKADOT has been successfully processed. You will receive another email with tracking information once your items have been shipped.

If you have any questions or need further assistance, please don't hesitate to reach out.

Thank you for your business!

Best regards"
187,"Subject: Order Confirmation - JUMBO BAG BAROQUE BLACK WHITE

Dear [Customer's Name],

Thank you for your order!

We are pleased to inform you that your order for 3 unit(s) of JUMBO BAG BAROQUE BLACK WHITE has been successfully processed. 

Order Details:
- Product: JUMBO BAG BAROQUE BLACK WHITE
- Quantity: 3 units

You will receive a separate email with shipping details and tracking information once your order has been dispatched."
188,"Subject: Order Confirmation – JUMBO BAG CHARLIE AND LOLA TOYS

Dear [Customer's Name],

We are pleased to inform you that your order for 3 unit(s) of JUMBO BAG CHARLIE AND LOLA TOYS has been successfully processed.

Thank you for shopping with us! We are currently preparing your items for shipment, and you will receive a notification with tracking information once your order has been dispatched.

If you have any questions or need further assistance, please"
189,"Subject: Order Confirmation - STRAWBERRY CHARLOTTE BAG

Dear [Customer's Name],

Thank you for your recent purchase from our store!

We are pleased to inform you that your order for 2 unit(s) of STRAWBERRY CHARLOTTE BAG has been successfully processed. Your items are being prepared and will be shipped to you shortly.

You will receive another email with the shipping details and tracking information once your order is dispatched.

If you have any questions or need further assistance,"
190,"Subject: Order Confirmation - RED 3 PIECE RETROSPOT CUTLERY SET

Dear [Customer's Name],

Thank you for shopping with us! We are pleased to inform you that your order for 1 unit(s) of the RED 3 PIECE RETROSPOT CUTLERY SET has been successfully processed.

Your order details are as follows:
- Item: RED 3 PIECE RETROSPOT CUTLERY SET
- Quantity: 1
- Order Number"
191,"Subject: Order Confirmation - BLUE 3 PIECE POLKADOT CUTLERY SET

Dear [Customer's Name],

Thank you for your order!

We are pleased to inform you that your order for 5 units of the BLUE 3 PIECE POLKADOT CUTLERY SET has been successfully processed. 

Order Details:
- Product: BLUE 3 PIECE POLKADOT CUTLERY SET
- Quantity: 5 units

Your order will be dispatched soon, and"
192,"Subject: Order Confirmation – Your SET/6 RED SPOTTY PAPER PLATES

Dear [Customer's Name],

Thank you for your recent order with us!

We are pleased to inform you that your order for 2 units of SET/6 RED SPOTTY PAPER PLATES has been successfully processed. 

Your order details:
- Product: SET/6 RED SPOTTY PAPER PLATES
- Quantity: 2 units

We will notify you once your order has been shipped, along with"
193,"Subject: Order Confirmation - LUNCH BAG RED RETROSPOT

Dear [Customer's Name],

Thank you for shopping with us!

We are pleased to inform you that your order for 3 unit(s) of the LUNCH BAG RED RETROSPOT has been successfully processed. Your order is now being prepared for shipment, and you will receive a notification with tracking information once it has been dispatched.

Order Summary:
- Product: LUNCH BAG RED RETROSPOT
- Quantity:"
194,"Subject: Order Confirmation – STRAWBERRY LUNCH BOX WITH CUTLERY

Dear [Customer's Name],

Thank you for your purchase!

We are delighted to inform you that your order for 4 unit(s) of the STRAWBERRY LUNCH BOX WITH CUTLERY has been successfully processed. Your items will be carefully packed and dispatched shortly.

You will receive another email with the shipping details and tracking number once your order is shipped. If you have any questions or need further assistance,"
195,"Subject: Your Order Has Been Successfully Processed!

Dear [Customer's Name],

We are pleased to inform you that your order for 5 unit(s) of LUNCH BOX WITH CUTLERY RETROSPOT has been successfully processed. 

Order Details:
- Product: LUNCH BOX WITH CUTLERY RETROSPOT
- Quantity: 5 units

Your order is now being prepared for shipment, and you will receive a notification with the tracking information once your package is on its way"
196,"Subject: Your Order Confirmation for PACK OF 72 RETROSPOT CAKE CASES

Dear [Customer's Name],

Thank you for shopping with us!

We are pleased to inform you that your order for 5 unit(s) of PACK OF 72 RETROSPOT CAKE CASES has been successfully processed. 

Order Details:
- Product: PACK OF 72 RETROSPOT CAKE CASES
- Quantity: 5 units

Your items are being prepared for shipment,"
197,"Subject: Order Confirmation - PACK OF 60 DINOSAUR CAKE CASES

Dear [Customer's Name],

Thank you for your order!

We are pleased to inform you that your order for 4 unit(s) of PACK OF 60 DINOSAUR CAKE CASES has been successfully processed. Your items are now being prepared for dispatch.

You can expect to receive a shipping confirmation email soon with tracking information. If you have any questions or need further assistance, feel free to reach out to"
198,"Subject: Order Confirmation: PACK OF 60 PINK PAISLEY CAKE CASES

Dear [Customer's Name],

Thank you for your recent order with us!

We are pleased to inform you that your order for 2 unit(s) of PACK OF 60 PINK PAISLEY CAKE CASES has been successfully processed. Your items are now being prepared for shipment and you will receive a notification with tracking information once they are on their way to you.

If you have any questions or"
